	domain	phylum	class	order	family	genus	species
ASV_3157	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3158	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3159	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3160	NA	NA	NA	NA	NA	NA	NA
ASV_3161	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	NA
ASV_3162	NA	NA	NA	NA	NA	NA	NA
ASV_3163	NA	NA	NA	NA	NA	NA	NA
ASV_3164	NA	NA	NA	NA	NA	NA	NA
ASV_3165	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3166	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_3167	NA	NA	NA	NA	NA	NA	NA
ASV_3168	NA	NA	NA	NA	NA	NA	NA
ASV_3169	NA	NA	NA	NA	NA	NA	NA
ASV_3170	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3171	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3172	NA	NA	NA	NA	NA	NA	NA
ASV_3173	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
ASV_3174	NA	NA	NA	NA	NA	NA	NA
ASV_3175	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3176	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3177	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3178	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3179	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_3180	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Dehalobacter	NA
ASV_3181	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	L21-RPul-D3	NA	NA
ASV_3182	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3183	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_3184	NA	NA	NA	NA	NA	NA	NA
ASV_3185	Eukaryota	NA	Incertae Sedis_3	NA	NA	Picocystis	NA
ASV_3186	NA	NA	NA	NA	NA	NA	NA
ASV_3187	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	NA
ASV_3188	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_3189	NA	NA	NA	NA	NA	NA	NA
ASV_3190	NA	NA	NA	NA	NA	NA	NA
ASV_3191	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3192	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_3193	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3194	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3195	NA	NA	NA	NA	NA	NA	NA
ASV_3196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
ASV_3197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_3198	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3199	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_3200	NA	NA	NA	NA	NA	NA	NA
ASV_3201	NA	NA	NA	NA	NA	NA	NA
ASV_3202	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3203	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
ASV_3204	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3205	NA	NA	NA	NA	NA	NA	NA
ASV_3206	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_3207	NA	NA	NA	NA	NA	NA	NA
ASV_3208	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter	NA
ASV_3209	NA	NA	NA	NA	NA	NA	NA
ASV_3210	NA	NA	NA	NA	NA	NA	NA
ASV_3211	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_3212	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3213	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3214	NA	NA	NA	NA	NA	NA	NA
ASV_3215	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_3216	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3217	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3218	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	NA	NA	NA
ASV_3219	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3220	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_3221	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3222	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_3223	NA	NA	NA	NA	NA	NA	NA
ASV_3224	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3225	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3226	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_3227	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3228	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3229	NA	NA	NA	NA	NA	NA	NA
ASV_3230	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3231	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3232	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3233	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3234	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA	NA
ASV_3235	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3236	NA	NA	NA	NA	NA	NA	NA
ASV_3237	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	NA	NA
ASV_3238	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3239	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3240	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3241	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	NA	NA
ASV_3242	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_3243	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3244	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	NA	NA	NA
ASV_3245	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3246	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3247	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3248	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV_3249	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3250	NA	NA	NA	NA	NA	NA	NA
ASV_3251	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Marinospirillum	NA
ASV_3252	NA	NA	NA	NA	NA	NA	NA
ASV_3253	NA	NA	NA	NA	NA	NA	NA
ASV_3254	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3255	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3256	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3257	NA	NA	NA	NA	NA	NA	NA
ASV_3258	NA	NA	NA	NA	NA	NA	NA
ASV_3259	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_3260	NA	NA	NA	NA	NA	NA	NA
ASV_3261	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3262	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV_3263	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	NA
ASV_3264	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_3265	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	NA	NA
ASV_3266	NA	NA	NA	NA	NA	NA	NA
ASV_3267	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3268	NA	NA	NA	NA	NA	NA	NA
ASV_3269	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_3270	NA	NA	NA	NA	NA	NA	NA
ASV_3271	NA	NA	NA	NA	NA	NA	NA
ASV_3272	NA	NA	NA	NA	NA	NA	NA
ASV_3273	NA	NA	NA	NA	NA	NA	NA
ASV_3274	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3275	NA	NA	NA	NA	NA	NA	NA
ASV_3276	NA	NA	NA	NA	NA	NA	NA
ASV_3277	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3278	NA	NA	NA	NA	NA	NA	NA
ASV_3279	NA	NA	NA	NA	NA	NA	NA
ASV_3280	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3281	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3282	NA	NA	NA	NA	NA	NA	NA
ASV_3283	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_3284	NA	NA	NA	NA	NA	NA	NA
ASV_3285	NA	NA	NA	NA	NA	NA	NA
ASV_3286	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3287	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3288	NA	NA	NA	NA	NA	NA	NA
ASV_3289	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3290	NA	NA	NA	NA	NA	NA	NA
ASV_3291	NA	NA	NA	NA	NA	NA	NA
ASV_3292	NA	NA	NA	NA	NA	NA	NA
ASV_3293	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3294	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3295	NA	NA	NA	NA	NA	NA	NA
ASV_3296	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus	NA
ASV_3297	NA	NA	NA	NA	NA	NA	NA
ASV_3298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3300	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3301	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3302	NA	NA	NA	NA	NA	NA	NA
ASV_3303	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3304	NA	NA	NA	NA	NA	NA	NA
ASV_3305	NA	NA	NA	NA	NA	NA	NA
ASV_3306	NA	NA	NA	NA	NA	NA	NA
ASV_3307	NA	NA	NA	NA	NA	NA	NA
ASV_3308	NA	NA	NA	NA	NA	NA	NA
ASV_3309	NA	NA	NA	NA	NA	NA	NA
ASV_3310	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3311	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3312	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3313	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_3314	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	NA	NA
ASV_3315	NA	NA	NA	NA	NA	NA	NA
ASV_3316	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_3317	NA	NA	NA	NA	NA	NA	NA
ASV_3318	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	NA	NA
ASV_3319	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_3320	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Rivularia PCC-7116	NA
ASV_3321	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	NA	NA
ASV_3322	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_3323	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	L21-RPul-D3	NA	NA
ASV_3324	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3325	NA	NA	NA	NA	NA	NA	NA
ASV_3326	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_3327	NA	NA	NA	NA	NA	NA	NA
ASV_3328	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3329	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_3330	NA	NA	NA	NA	NA	NA	NA
ASV_3331	NA	NA	NA	NA	NA	NA	NA
ASV_3332	NA	NA	NA	NA	NA	NA	NA
ASV_3333	NA	NA	NA	NA	NA	NA	NA
ASV_3334	NA	NA	NA	NA	NA	NA	NA
ASV_3335	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_3336	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_3337	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3338	NA	NA	NA	NA	NA	NA	NA
ASV_3339	NA	NA	NA	NA	NA	NA	NA
ASV_3340	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3341	NA	NA	NA	NA	NA	NA	NA
ASV_3342	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3343	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_3344	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3345	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_3346	NA	NA	NA	NA	NA	NA	NA
ASV_3347	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	NA
ASV_3348	NA	NA	NA	NA	NA	NA	NA
ASV_3349	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_3350	NA	NA	NA	NA	NA	NA	NA
ASV_3351	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3352	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Marinospirillum	NA
ASV_3353	NA	NA	NA	NA	NA	NA	NA
ASV_3354	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3355	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_3356	NA	NA	NA	NA	NA	NA	NA
ASV_3357	NA	NA	NA	NA	NA	NA	NA
ASV_3358	NA	NA	NA	NA	NA	NA	NA
ASV_3359	NA	NA	NA	NA	NA	NA	NA
ASV_3360	NA	NA	NA	NA	NA	NA	NA
ASV_3361	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3362	NA	NA	NA	NA	NA	NA	NA
ASV_3363	NA	NA	NA	NA	NA	NA	NA
ASV_3364	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_3365	NA	NA	NA	NA	NA	NA	NA
ASV_3366	NA	NA	NA	NA	NA	NA	NA
ASV_3367	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_3368	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3369	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3370	NA	NA	NA	NA	NA	NA	NA
ASV_3371	NA	NA	NA	NA	NA	NA	NA
ASV_3372	NA	NA	NA	NA	NA	NA	NA
ASV_3373	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3374	NA	NA	NA	NA	NA	NA	NA
ASV_3375	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3376	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_3377	NA	NA	NA	NA	NA	NA	NA
ASV_3378	NA	NA	NA	NA	NA	NA	NA
ASV_3379	NA	NA	NA	NA	NA	NA	NA
ASV_3380	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3381	Bacteria	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Sulfurihydrogenibium	NA
ASV_3382	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3383	NA	NA	NA	NA	NA	NA	NA
ASV_3384	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	NA
ASV_3385	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3386	NA	NA	NA	NA	NA	NA	NA
ASV_3387	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3388	NA	NA	NA	NA	NA	NA	NA
ASV_3389	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_3390	NA	NA	NA	NA	NA	NA	NA
ASV_3391	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3392	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3393	NA	NA	NA	NA	NA	NA	NA
ASV_3394	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_3395	NA	NA	NA	NA	NA	NA	NA
ASV_3396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3397	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3398	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3399	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_3400	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA
ASV_3401	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3402	NA	NA	NA	NA	NA	NA	NA
ASV_3403	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3404	NA	NA	NA	NA	NA	NA	NA
ASV_3405	NA	NA	NA	NA	NA	NA	NA
ASV_3406	NA	NA	NA	NA	NA	NA	NA
ASV_3407	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3408	NA	NA	NA	NA	NA	NA	NA
ASV_3409	NA	NA	NA	NA	NA	NA	NA
ASV_3410	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3411	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3412	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3413	NA	NA	NA	NA	NA	NA	NA
ASV_3414	NA	NA	NA	NA	NA	NA	NA
ASV_3415	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3416	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3417	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3418	NA	NA	NA	NA	NA	NA	NA
ASV_3419	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3420	NA	NA	NA	NA	NA	NA	NA
ASV_3421	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3422	NA	NA	NA	NA	NA	NA	NA
ASV_3423	NA	NA	NA	NA	NA	NA	NA
ASV_3424	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_3425	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV_3426	NA	NA	NA	NA	NA	NA	NA
ASV_3427	NA	NA	NA	NA	NA	NA	NA
ASV_3428	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium	NA
ASV_3429	NA	NA	NA	NA	NA	NA	NA
ASV_3430	NA	NA	NA	NA	NA	NA	NA
ASV_3431	NA	NA	NA	NA	NA	NA	NA
ASV_3432	NA	NA	NA	NA	NA	NA	NA
ASV_3433	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_3434	Eukaryota	NA	Incertae Sedis_3	NA	NA	Picocystis	NA
ASV_3435	NA	NA	NA	NA	NA	NA	NA
ASV_3436	NA	NA	NA	NA	NA	NA	NA
ASV_3437	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_3438	NA	NA	NA	NA	NA	NA	NA
ASV_3439	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3440	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_3441	NA	NA	NA	NA	NA	NA	NA
ASV_3442	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3443	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_3444	NA	NA	NA	NA	NA	NA	NA
ASV_3445	NA	NA	NA	NA	NA	NA	NA
ASV_3446	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3447	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3448	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	F1-37X2	NA
ASV_3449	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3450	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_3451	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3452	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3453	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Candidatus Contubernalis	NA
ASV_3454	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3455	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3456	Eukaryota	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	NA	NA
ASV_3457	NA	NA	NA	NA	NA	NA	NA
ASV_3458	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA
ASV_3459	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3460	NA	NA	NA	NA	NA	NA	NA
ASV_3461	NA	NA	NA	NA	NA	NA	NA
ASV_3462	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3463	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Candidatus Contubernalis	NA
ASV_3464	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3465	NA	NA	NA	NA	NA	NA	NA
ASV_3466	NA	NA	NA	NA	NA	NA	NA
ASV_3467	NA	NA	NA	NA	NA	NA	NA
ASV_3468	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA	NA
ASV_3469	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_3470	NA	NA	NA	NA	NA	NA	NA
ASV_3471	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_3472	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_3473	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3474	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3475	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3476	NA	NA	NA	NA	NA	NA	NA
ASV_3477	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3478	NA	NA	NA	NA	NA	NA	NA
ASV_3479	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	NA	NA
ASV_3480	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	NA
ASV_3481	NA	NA	NA	NA	NA	NA	NA
ASV_3482	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	NA
ASV_3483	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3484	NA	NA	NA	NA	NA	NA	NA
ASV_3485	NA	NA	NA	NA	NA	NA	NA
ASV_3486	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3487	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_3488	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_3489	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_3490	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3491	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3492	NA	NA	NA	NA	NA	NA	NA
ASV_3493	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3494	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	NA
ASV_3495	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_3496	NA	NA	NA	NA	NA	NA	NA
ASV_3497	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3498	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA	NA
ASV_3499	NA	NA	NA	NA	NA	NA	NA
ASV_3500	NA	NA	NA	NA	NA	NA	NA
ASV_3501	NA	NA	NA	NA	NA	NA	NA
ASV_3502	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3503	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_3504	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	NA
ASV_3505	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3506	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_3507	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3508	NA	NA	NA	NA	NA	NA	NA
ASV_3509	NA	NA	NA	NA	NA	NA	NA
ASV_3510	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3511	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_3512	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3513	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3514	NA	NA	NA	NA	NA	NA	NA
ASV_3515	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3516	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3517	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3518	NA	NA	NA	NA	NA	NA	NA
ASV_3519	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3520	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA
ASV_3521	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_3522	NA	NA	NA	NA	NA	NA	NA
ASV_3523	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA
ASV_3524	NA	NA	NA	NA	NA	NA	NA
ASV_3525	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3526	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_3527	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_3528	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3529	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3530	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
